date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,week,day
2011-10-21,11138,Friday,7,10,2011,d_266,No Event,No Event,No Event,No Event,0,0,0,42,21
2011-10-22,11139,Saturday,1,10,2011,d_267,No Event,No Event,No Event,No Event,0,0,0,42,22
2011-10-23,11139,Sunday,2,10,2011,d_268,No Event,No Event,No Event,No Event,0,0,0,42,23
2011-10-24,11139,Monday,3,10,2011,d_269,No Event,No Event,No Event,No Event,0,0,0,43,24
2011-10-25,11139,Tuesday,4,10,2011,d_270,No Event,No Event,No Event,No Event,0,0,0,43,25
2011-10-26,11139,Wednesday,5,10,2011,d_271,No Event,No Event,No Event,No Event,0,0,0,43,26
2011-10-27,11139,Thursday,6,10,2011,d_272,No Event,No Event,No Event,No Event,0,0,0,43,27
2011-10-28,11139,Friday,7,10,2011,d_273,No Event,No Event,No Event,No Event,0,0,0,43,28
2011-10-29,11140,Saturday,1,10,2011,d_274,No Event,No Event,No Event,No Event,0,0,0,43,29
2011-10-30,11140,Sunday,2,10,2011,d_275,No Event,No Event,No Event,No Event,0,0,0,43,30
2011-10-31,11140,Monday,3,10,2011,d_276,Halloween,Cultural,No Event,No Event,0,0,0,44,31
2011-11-01,11140,Tuesday,4,11,2011,d_277,No Event,No Event,No Event,No Event,1,1,0,44,1
2011-11-02,11140,Wednesday,5,11,2011,d_278,No Event,No Event,No Event,No Event,1,0,1,44,2
2011-11-03,11140,Thursday,6,11,2011,d_279,No Event,No Event,No Event,No Event,1,1,1,44,3
2011-11-04,11140,Friday,7,11,2011,d_280,No Event,No Event,No Event,No Event,1,0,0,44,4
2011-11-05,11141,Saturday,1,11,2011,d_281,No Event,No Event,No Event,No Event,1,1,1,44,5
2011-11-06,11141,Sunday,2,11,2011,d_282,No Event,No Event,No Event,No Event,1,1,1,44,6
2011-11-07,11141,Monday,3,11,2011,d_283,EidAlAdha,Religious,No Event,No Event,1,1,0,45,7
2011-11-08,11141,Tuesday,4,11,2011,d_284,No Event,No Event,No Event,No Event,1,0,1,45,8
2011-11-09,11141,Wednesday,5,11,2011,d_285,No Event,No Event,No Event,No Event,1,1,1,45,9
2011-11-10,11141,Thursday,6,11,2011,d_286,No Event,No Event,No Event,No Event,1,0,0,45,10
2011-11-11,11141,Friday,7,11,2011,d_287,VeteransDay,National,No Event,No Event,0,1,1,45,11
2011-11-12,11142,Saturday,1,11,2011,d_288,No Event,No Event,No Event,No Event,0,1,1,45,12
2011-11-13,11142,Sunday,2,11,2011,d_289,No Event,No Event,No Event,No Event,0,1,0,45,13
2011-11-14,11142,Monday,3,11,2011,d_290,No Event,No Event,No Event,No Event,0,0,1,46,14
2011-11-15,11142,Tuesday,4,11,2011,d_291,No Event,No Event,No Event,No Event,0,1,1,46,15
2011-11-16,11142,Wednesday,5,11,2011,d_292,No Event,No Event,No Event,No Event,0,0,0,46,16
2011-11-17,11142,Thursday,6,11,2011,d_293,No Event,No Event,No Event,No Event,0,0,0,46,17
2011-11-18,11142,Friday,7,11,2011,d_294,No Event,No Event,No Event,No Event,0,0,0,46,18
2011-11-19,11143,Saturday,1,11,2011,d_295,No Event,No Event,No Event,No Event,0,0,0,46,19
2011-11-20,11143,Sunday,2,11,2011,d_296,No Event,No Event,No Event,No Event,0,0,0,46,20
2011-11-21,11143,Monday,3,11,2011,d_297,No Event,No Event,No Event,No Event,0,0,0,47,21
2011-11-22,11143,Tuesday,4,11,2011,d_298,No Event,No Event,No Event,No Event,0,0,0,47,22
2011-11-23,11143,Wednesday,5,11,2011,d_299,No Event,No Event,No Event,No Event,0,0,0,47,23
2011-11-24,11143,Thursday,6,11,2011,d_300,Thanksgiving,National,No Event,No Event,0,0,0,47,24
2011-11-25,11143,Friday,7,11,2011,d_301,No Event,No Event,No Event,No Event,0,0,0,47,25
2011-11-26,11144,Saturday,1,11,2011,d_302,No Event,No Event,No Event,No Event,0,0,0,47,26
2011-11-27,11144,Sunday,2,11,2011,d_303,No Event,No Event,No Event,No Event,0,0,0,47,27
2011-11-28,11144,Monday,3,11,2011,d_304,No Event,No Event,No Event,No Event,0,0,0,48,28
2011-11-29,11144,Tuesday,4,11,2011,d_305,No Event,No Event,No Event,No Event,0,0,0,48,29
2011-11-30,11144,Wednesday,5,11,2011,d_306,No Event,No Event,No Event,No Event,0,0,0,48,30
2011-12-01,11144,Thursday,6,12,2011,d_307,No Event,No Event,No Event,No Event,1,1,0,48,1
2011-12-02,11144,Friday,7,12,2011,d_308,No Event,No Event,No Event,No Event,1,0,1,48,2
2011-12-03,11145,Saturday,1,12,2011,d_309,No Event,No Event,No Event,No Event,1,1,1,48,3
2011-12-04,11145,Sunday,2,12,2011,d_310,No Event,No Event,No Event,No Event,1,0,0,48,4
2011-12-05,11145,Monday,3,12,2011,d_311,No Event,No Event,No Event,No Event,1,1,1,49,5
2011-12-06,11145,Tuesday,4,12,2011,d_312,No Event,No Event,No Event,No Event,1,1,1,49,6
2011-12-07,11145,Wednesday,5,12,2011,d_313,No Event,No Event,No Event,No Event,1,1,0,49,7
2011-12-08,11145,Thursday,6,12,2011,d_314,No Event,No Event,No Event,No Event,1,0,1,49,8
2011-12-09,11145,Friday,7,12,2011,d_315,No Event,No Event,No Event,No Event,1,1,1,49,9
2011-12-10,11146,Saturday,1,12,2011,d_316,No Event,No Event,No Event,No Event,1,0,0,49,10
2011-12-11,11146,Sunday,2,12,2011,d_317,No Event,No Event,No Event,No Event,0,1,1,49,11
2011-12-12,11146,Monday,3,12,2011,d_318,No Event,No Event,No Event,No Event,0,1,1,50,12
2011-12-13,11146,Tuesday,4,12,2011,d_319,No Event,No Event,No Event,No Event,0,1,0,50,13
2011-12-14,11146,Wednesday,5,12,2011,d_320,No Event,No Event,No Event,No Event,0,0,1,50,14
2011-12-15,11146,Thursday,6,12,2011,d_321,No Event,No Event,No Event,No Event,0,1,1,50,15
2011-12-16,11146,Friday,7,12,2011,d_322,No Event,No Event,No Event,No Event,0,0,0,50,16
2011-12-17,11147,Saturday,1,12,2011,d_323,No Event,No Event,No Event,No Event,0,0,0,50,17
2011-12-18,11147,Sunday,2,12,2011,d_324,No Event,No Event,No Event,No Event,0,0,0,50,18
2011-12-19,11147,Monday,3,12,2011,d_325,No Event,No Event,No Event,No Event,0,0,0,51,19
2011-12-20,11147,Tuesday,4,12,2011,d_326,No Event,No Event,No Event,No Event,0,0,0,51,20
2011-12-21,11147,Wednesday,5,12,2011,d_327,No Event,No Event,No Event,No Event,0,0,0,51,21
2011-12-22,11147,Thursday,6,12,2011,d_328,No Event,No Event,No Event,No Event,0,0,0,51,22
2011-12-23,11147,Friday,7,12,2011,d_329,No Event,No Event,No Event,No Event,0,0,0,51,23
2011-12-24,11148,Saturday,1,12,2011,d_330,No Event,No Event,No Event,No Event,0,0,0,51,24
2011-12-25,11148,Sunday,2,12,2011,d_331,Christmas,National,No Event,No Event,0,0,0,51,25
2011-12-26,11148,Monday,3,12,2011,d_332,No Event,No Event,No Event,No Event,0,0,0,52,26
2011-12-27,11148,Tuesday,4,12,2011,d_333,No Event,No Event,No Event,No Event,0,0,0,52,27
2011-12-28,11148,Wednesday,5,12,2011,d_334,Chanukah End,Religious,No Event,No Event,0,0,0,52,28
2011-12-29,11148,Thursday,6,12,2011,d_335,No Event,No Event,No Event,No Event,0,0,0,52,29
2011-12-30,11148,Friday,7,12,2011,d_336,No Event,No Event,No Event,No Event,0,0,0,52,30
2011-12-31,11149,Saturday,1,12,2011,d_337,No Event,No Event,No Event,No Event,0,0,0,52,31
2012-01-01,11149,Sunday,2,1,2012,d_338,NewYear,National,No Event,No Event,1,1,0,52,1
2012-01-02,11149,Monday,3,1,2012,d_339,No Event,No Event,No Event,No Event,1,0,1,1,2
2012-01-03,11149,Tuesday,4,1,2012,d_340,No Event,No Event,No Event,No Event,1,1,1,1,3
2012-01-04,11149,Wednesday,5,1,2012,d_341,No Event,No Event,No Event,No Event,1,0,0,1,4
2012-01-05,11149,Thursday,6,1,2012,d_342,No Event,No Event,No Event,No Event,1,1,1,1,5
2012-01-06,11149,Friday,7,1,2012,d_343,No Event,No Event,No Event,No Event,1,1,1,1,6
2012-01-07,11150,Saturday,1,1,2012,d_344,OrthodoxChristmas,Religious,No Event,No Event,1,1,0,1,7
2012-01-08,11150,Sunday,2,1,2012,d_345,No Event,No Event,No Event,No Event,1,0,1,1,8
2012-01-09,11150,Monday,3,1,2012,d_346,No Event,No Event,No Event,No Event,1,1,1,2,9
2012-01-10,11150,Tuesday,4,1,2012,d_347,No Event,No Event,No Event,No Event,1,0,0,2,10
2012-01-11,11150,Wednesday,5,1,2012,d_348,No Event,No Event,No Event,No Event,0,1,1,2,11
2012-01-12,11150,Thursday,6,1,2012,d_349,No Event,No Event,No Event,No Event,0,1,1,2,12
2012-01-13,11150,Friday,7,1,2012,d_350,No Event,No Event,No Event,No Event,0,1,0,2,13
2012-01-14,11151,Saturday,1,1,2012,d_351,No Event,No Event,No Event,No Event,0,0,1,2,14
2012-01-15,11151,Sunday,2,1,2012,d_352,No Event,No Event,No Event,No Event,0,1,1,2,15
2012-01-16,11151,Monday,3,1,2012,d_353,MartinLutherKingDay,National,No Event,No Event,0,0,0,3,16
2012-01-17,11151,Tuesday,4,1,2012,d_354,No Event,No Event,No Event,No Event,0,0,0,3,17
2012-01-18,11151,Wednesday,5,1,2012,d_355,No Event,No Event,No Event,No Event,0,0,0,3,18
2012-01-19,11151,Thursday,6,1,2012,d_356,No Event,No Event,No Event,No Event,0,0,0,3,19
2012-01-20,11151,Friday,7,1,2012,d_357,No Event,No Event,No Event,No Event,0,0,0,3,20
2012-01-21,11152,Saturday,1,1,2012,d_358,No Event,No Event,No Event,No Event,0,0,0,3,21
2012-01-22,11152,Sunday,2,1,2012,d_359,No Event,No Event,No Event,No Event,0,0,0,3,22
2012-01-23,11152,Monday,3,1,2012,d_360,No Event,No Event,No Event,No Event,0,0,0,4,23
2012-01-24,11152,Tuesday,4,1,2012,d_361,No Event,No Event,No Event,No Event,0,0,0,4,24
2012-01-25,11152,Wednesday,5,1,2012,d_362,No Event,No Event,No Event,No Event,0,0,0,4,25
2012-01-26,11152,Thursday,6,1,2012,d_363,No Event,No Event,No Event,No Event,0,0,0,4,26
2012-01-27,11152,Friday,7,1,2012,d_364,No Event,No Event,No Event,No Event,0,0,0,4,27
2012-01-28,11201,Saturday,1,1,2012,d_365,No Event,No Event,No Event,No Event,0,0,0,4,28
2012-01-29,11201,Sunday,2,1,2012,d_366,No Event,No Event,No Event,No Event,0,0,0,4,29
2012-01-30,11201,Monday,3,1,2012,d_367,No Event,No Event,No Event,No Event,0,0,0,5,30
2012-01-31,11201,Tuesday,4,1,2012,d_368,No Event,No Event,No Event,No Event,0,0,0,5,31
2012-02-01,11201,Wednesday,5,2,2012,d_369,No Event,No Event,No Event,No Event,1,1,0,5,1
2012-02-02,11201,Thursday,6,2,2012,d_370,No Event,No Event,No Event,No Event,1,0,1,5,2
2012-02-03,11201,Friday,7,2,2012,d_371,No Event,No Event,No Event,No Event,1,1,1,5,3
2012-02-04,11202,Saturday,1,2,2012,d_372,No Event,No Event,No Event,No Event,1,0,0,5,4
2012-02-05,11202,Sunday,2,2,2012,d_373,SuperBowl,Sporting,No Event,No Event,1,1,1,5,5
2012-02-06,11202,Monday,3,2,2012,d_374,No Event,No Event,No Event,No Event,1,1,1,6,6
2012-02-07,11202,Tuesday,4,2,2012,d_375,No Event,No Event,No Event,No Event,1,1,0,6,7
2012-02-08,11202,Wednesday,5,2,2012,d_376,No Event,No Event,No Event,No Event,1,0,1,6,8
2012-02-09,11202,Thursday,6,2,2012,d_377,No Event,No Event,No Event,No Event,1,1,1,6,9
2012-02-10,11202,Friday,7,2,2012,d_378,No Event,No Event,No Event,No Event,1,0,0,6,10
2012-02-11,11203,Saturday,1,2,2012,d_379,No Event,No Event,No Event,No Event,0,1,1,6,11
2012-02-12,11203,Sunday,2,2,2012,d_380,No Event,No Event,No Event,No Event,0,1,1,6,12
2012-02-13,11203,Monday,3,2,2012,d_381,No Event,No Event,No Event,No Event,0,1,0,7,13
2012-02-14,11203,Tuesday,4,2,2012,d_382,ValentinesDay,Cultural,No Event,No Event,0,0,1,7,14
2012-02-15,11203,Wednesday,5,2,2012,d_383,No Event,No Event,No Event,No Event,0,1,1,7,15
2012-02-16,11203,Thursday,6,2,2012,d_384,No Event,No Event,No Event,No Event,0,0,0,7,16
2012-02-17,11203,Friday,7,2,2012,d_385,No Event,No Event,No Event,No Event,0,0,0,7,17
2012-02-18,11204,Saturday,1,2,2012,d_386,No Event,No Event,No Event,No Event,0,0,0,7,18
2012-02-19,11204,Sunday,2,2,2012,d_387,No Event,No Event,No Event,No Event,0,0,0,7,19
2012-02-20,11204,Monday,3,2,2012,d_388,PresidentsDay,National,No Event,No Event,0,0,0,8,20
2012-02-21,11204,Tuesday,4,2,2012,d_389,No Event,No Event,No Event,No Event,0,0,0,8,21
2012-02-22,11204,Wednesday,5,2,2012,d_390,LentStart,Religious,No Event,No Event,0,0,0,8,22
2012-02-23,11204,Thursday,6,2,2012,d_391,No Event,No Event,No Event,No Event,0,0,0,8,23
2012-02-24,11204,Friday,7,2,2012,d_392,No Event,No Event,No Event,No Event,0,0,0,8,24
2012-02-25,11205,Saturday,1,2,2012,d_393,No Event,No Event,No Event,No Event,0,0,0,8,25
2012-02-26,11205,Sunday,2,2,2012,d_394,No Event,No Event,No Event,No Event,0,0,0,8,26
2012-02-27,11205,Monday,3,2,2012,d_395,No Event,No Event,No Event,No Event,0,0,0,9,27
2012-02-28,11205,Tuesday,4,2,2012,d_396,No Event,No Event,No Event,No Event,0,0,0,9,28
2012-02-29,11205,Wednesday,5,2,2012,d_397,LentWeek2,Religious,No Event,No Event,0,0,0,9,29
2012-03-01,11205,Thursday,6,3,2012,d_398,No Event,No Event,No Event,No Event,1,1,0,9,1
2012-03-02,11205,Friday,7,3,2012,d_399,No Event,No Event,No Event,No Event,1,0,1,9,2
2012-03-03,11206,Saturday,1,3,2012,d_400,No Event,No Event,No Event,No Event,1,1,1,9,3
2012-03-04,11206,Sunday,2,3,2012,d_401,No Event,No Event,No Event,No Event,1,0,0,9,4
2012-03-05,11206,Monday,3,3,2012,d_402,No Event,No Event,No Event,No Event,1,1,1,10,5
2012-03-06,11206,Tuesday,4,3,2012,d_403,No Event,No Event,No Event,No Event,1,1,1,10,6
2012-03-07,11206,Wednesday,5,3,2012,d_404,No Event,No Event,No Event,No Event,1,1,0,10,7
2012-03-08,11206,Thursday,6,3,2012,d_405,Purim End,Religious,No Event,No Event,1,0,1,10,8
2012-03-09,11206,Friday,7,3,2012,d_406,No Event,No Event,No Event,No Event,1,1,1,10,9
2012-03-10,11207,Saturday,1,3,2012,d_407,No Event,No Event,No Event,No Event,1,0,0,10,10
2012-03-11,11207,Sunday,2,3,2012,d_408,No Event,No Event,No Event,No Event,0,1,1,10,11
2012-03-12,11207,Monday,3,3,2012,d_409,No Event,No Event,No Event,No Event,0,1,1,11,12
2012-03-13,11207,Tuesday,4,3,2012,d_410,No Event,No Event,No Event,No Event,0,1,0,11,13
2012-03-14,11207,Wednesday,5,3,2012,d_411,No Event,No Event,No Event,No Event,0,0,1,11,14
2012-03-15,11207,Thursday,6,3,2012,d_412,No Event,No Event,No Event,No Event,0,1,1,11,15
2012-03-16,11207,Friday,7,3,2012,d_413,No Event,No Event,No Event,No Event,0,0,0,11,16
2012-03-17,11208,Saturday,1,3,2012,d_414,StPatricksDay,Cultural,No Event,No Event,0,0,0,11,17
2012-03-18,11208,Sunday,2,3,2012,d_415,No Event,No Event,No Event,No Event,0,0,0,11,18
2012-03-19,11208,Monday,3,3,2012,d_416,No Event,No Event,No Event,No Event,0,0,0,12,19
2012-03-20,11208,Tuesday,4,3,2012,d_417,No Event,No Event,No Event,No Event,0,0,0,12,20
2012-03-21,11208,Wednesday,5,3,2012,d_418,No Event,No Event,No Event,No Event,0,0,0,12,21
2012-03-22,11208,Thursday,6,3,2012,d_419,No Event,No Event,No Event,No Event,0,0,0,12,22
2012-03-23,11208,Friday,7,3,2012,d_420,No Event,No Event,No Event,No Event,0,0,0,12,23
2012-03-24,11209,Saturday,1,3,2012,d_421,No Event,No Event,No Event,No Event,0,0,0,12,24
2012-03-25,11209,Sunday,2,3,2012,d_422,No Event,No Event,No Event,No Event,0,0,0,12,25
2012-03-26,11209,Monday,3,3,2012,d_423,No Event,No Event,No Event,No Event,0,0,0,13,26
2012-03-27,11209,Tuesday,4,3,2012,d_424,No Event,No Event,No Event,No Event,0,0,0,13,27
2012-03-28,11209,Wednesday,5,3,2012,d_425,No Event,No Event,No Event,No Event,0,0,0,13,28
2012-03-29,11209,Thursday,6,3,2012,d_426,No Event,No Event,No Event,No Event,0,0,0,13,29
2012-03-30,11209,Friday,7,3,2012,d_427,No Event,No Event,No Event,No Event,0,0,0,13,30
2012-03-31,11210,Saturday,1,3,2012,d_428,No Event,No Event,No Event,No Event,0,0,0,13,31
2012-04-01,11210,Sunday,2,4,2012,d_429,No Event,No Event,No Event,No Event,1,1,0,13,1
2012-04-02,11210,Monday,3,4,2012,d_430,No Event,No Event,No Event,No Event,1,0,1,14,2
2012-04-03,11210,Tuesday,4,4,2012,d_431,No Event,No Event,No Event,No Event,1,1,1,14,3
2012-04-04,11210,Wednesday,5,4,2012,d_432,No Event,No Event,No Event,No Event,1,0,0,14,4
2012-04-05,11210,Thursday,6,4,2012,d_433,No Event,No Event,No Event,No Event,1,1,1,14,5
2012-04-06,11210,Friday,7,4,2012,d_434,No Event,No Event,No Event,No Event,1,1,1,14,6
2012-04-07,11211,Saturday,1,4,2012,d_435,No Event,No Event,No Event,No Event,1,1,0,14,7
2012-04-08,11211,Sunday,2,4,2012,d_436,Easter,Cultural,No Event,No Event,1,0,1,14,8
2012-04-09,11211,Monday,3,4,2012,d_437,No Event,No Event,No Event,No Event,1,1,1,15,9
2012-04-10,11211,Tuesday,4,4,2012,d_438,No Event,No Event,No Event,No Event,1,0,0,15,10
2012-04-11,11211,Wednesday,5,4,2012,d_439,No Event,No Event,No Event,No Event,0,1,1,15,11
2012-04-12,11211,Thursday,6,4,2012,d_440,No Event,No Event,No Event,No Event,0,1,1,15,12
2012-04-13,11211,Friday,7,4,2012,d_441,No Event,No Event,No Event,No Event,0,1,0,15,13
2012-04-14,11212,Saturday,1,4,2012,d_442,Pesach End,Religious,No Event,No Event,0,0,1,15,14
2012-04-15,11212,Sunday,2,4,2012,d_443,OrthodoxEaster,Religious,No Event,No Event,0,1,1,15,15
2012-04-16,11212,Monday,3,4,2012,d_444,No Event,No Event,No Event,No Event,0,0,0,16,16
2012-04-17,11212,Tuesday,4,4,2012,d_445,No Event,No Event,No Event,No Event,0,0,0,16,17
2012-04-18,11212,Wednesday,5,4,2012,d_446,No Event,No Event,No Event,No Event,0,0,0,16,18
2012-04-19,11212,Thursday,6,4,2012,d_447,No Event,No Event,No Event,No Event,0,0,0,16,19
2012-04-20,11212,Friday,7,4,2012,d_448,No Event,No Event,No Event,No Event,0,0,0,16,20
2012-04-21,11213,Saturday,1,4,2012,d_449,No Event,No Event,No Event,No Event,0,0,0,16,21
2012-04-22,11213,Sunday,2,4,2012,d_450,No Event,No Event,No Event,No Event,0,0,0,16,22
2012-04-23,11213,Monday,3,4,2012,d_451,No Event,No Event,No Event,No Event,0,0,0,17,23
2012-04-24,11213,Tuesday,4,4,2012,d_452,No Event,No Event,No Event,No Event,0,0,0,17,24
2012-04-25,11213,Wednesday,5,4,2012,d_453,No Event,No Event,No Event,No Event,0,0,0,17,25
2012-04-26,11213,Thursday,6,4,2012,d_454,No Event,No Event,No Event,No Event,0,0,0,17,26
2012-04-27,11213,Friday,7,4,2012,d_455,No Event,No Event,No Event,No Event,0,0,0,17,27
2012-04-28,11214,Saturday,1,4,2012,d_456,No Event,No Event,No Event,No Event,0,0,0,17,28
2012-04-29,11214,Sunday,2,4,2012,d_457,No Event,No Event,No Event,No Event,0,0,0,17,29
2012-04-30,11214,Monday,3,4,2012,d_458,No Event,No Event,No Event,No Event,0,0,0,18,30
2012-05-01,11214,Tuesday,4,5,2012,d_459,No Event,No Event,No Event,No Event,1,1,0,18,1
2012-05-02,11214,Wednesday,5,5,2012,d_460,No Event,No Event,No Event,No Event,1,0,1,18,2
2012-05-03,11214,Thursday,6,5,2012,d_461,No Event,No Event,No Event,No Event,1,1,1,18,3
2012-05-04,11214,Friday,7,5,2012,d_462,No Event,No Event,No Event,No Event,1,0,0,18,4
2012-05-05,11215,Saturday,1,5,2012,d_463,Cinco De Mayo,Cultural,No Event,No Event,1,1,1,18,5
2012-05-06,11215,Sunday,2,5,2012,d_464,No Event,No Event,No Event,No Event,1,1,1,18,6
2012-05-07,11215,Monday,3,5,2012,d_465,No Event,No Event,No Event,No Event,1,1,0,19,7
2012-05-08,11215,Tuesday,4,5,2012,d_466,No Event,No Event,No Event,No Event,1,0,1,19,8
2012-05-09,11215,Wednesday,5,5,2012,d_467,No Event,No Event,No Event,No Event,1,1,1,19,9
2012-05-10,11215,Thursday,6,5,2012,d_468,No Event,No Event,No Event,No Event,1,0,0,19,10
2012-05-11,11215,Friday,7,5,2012,d_469,No Event,No Event,No Event,No Event,0,1,1,19,11
2012-05-12,11216,Saturday,1,5,2012,d_470,No Event,No Event,No Event,No Event,0,1,1,19,12
2012-05-13,11216,Sunday,2,5,2012,d_471,Mother's day,Cultural,No Event,No Event,0,1,0,19,13
2012-05-14,11216,Monday,3,5,2012,d_472,No Event,No Event,No Event,No Event,0,0,1,20,14
2012-05-15,11216,Tuesday,4,5,2012,d_473,No Event,No Event,No Event,No Event,0,1,1,20,15
2012-05-16,11216,Wednesday,5,5,2012,d_474,No Event,No Event,No Event,No Event,0,0,0,20,16
2012-05-17,11216,Thursday,6,5,2012,d_475,No Event,No Event,No Event,No Event,0,0,0,20,17
2012-05-18,11216,Friday,7,5,2012,d_476,No Event,No Event,No Event,No Event,0,0,0,20,18
2012-05-19,11217,Saturday,1,5,2012,d_477,No Event,No Event,No Event,No Event,0,0,0,20,19
2012-05-20,11217,Sunday,2,5,2012,d_478,No Event,No Event,No Event,No Event,0,0,0,20,20
2012-05-21,11217,Monday,3,5,2012,d_479,No Event,No Event,No Event,No Event,0,0,0,21,21
2012-05-22,11217,Tuesday,4,5,2012,d_480,No Event,No Event,No Event,No Event,0,0,0,21,22
2012-05-23,11217,Wednesday,5,5,2012,d_481,No Event,No Event,No Event,No Event,0,0,0,21,23
2012-05-24,11217,Thursday,6,5,2012,d_482,No Event,No Event,No Event,No Event,0,0,0,21,24
2012-05-25,11217,Friday,7,5,2012,d_483,No Event,No Event,No Event,No Event,0,0,0,21,25
2012-05-26,11218,Saturday,1,5,2012,d_484,No Event,No Event,No Event,No Event,0,0,0,21,26
2012-05-27,11218,Sunday,2,5,2012,d_485,No Event,No Event,No Event,No Event,0,0,0,21,27
2012-05-28,11218,Monday,3,5,2012,d_486,MemorialDay,National,No Event,No Event,0,0,0,22,28
2012-05-29,11218,Tuesday,4,5,2012,d_487,No Event,No Event,No Event,No Event,0,0,0,22,29
2012-05-30,11218,Wednesday,5,5,2012,d_488,No Event,No Event,No Event,No Event,0,0,0,22,30
2012-05-31,11218,Thursday,6,5,2012,d_489,No Event,No Event,No Event,No Event,0,0,0,22,31
2012-06-01,11218,Friday,7,6,2012,d_490,No Event,No Event,No Event,No Event,1,1,0,22,1
2012-06-02,11219,Saturday,1,6,2012,d_491,No Event,No Event,No Event,No Event,1,0,1,22,2
2012-06-03,11219,Sunday,2,6,2012,d_492,No Event,No Event,No Event,No Event,1,1,1,22,3
2012-06-04,11219,Monday,3,6,2012,d_493,No Event,No Event,No Event,No Event,1,0,0,23,4
2012-06-05,11219,Tuesday,4,6,2012,d_494,No Event,No Event,No Event,No Event,1,1,1,23,5
2012-06-06,11219,Wednesday,5,6,2012,d_495,No Event,No Event,No Event,No Event,1,1,1,23,6
2012-06-07,11219,Thursday,6,6,2012,d_496,No Event,No Event,No Event,No Event,1,1,0,23,7
2012-06-08,11219,Friday,7,6,2012,d_497,No Event,No Event,No Event,No Event,1,0,1,23,8
2012-06-09,11220,Saturday,1,6,2012,d_498,No Event,No Event,No Event,No Event,1,1,1,23,9
2012-06-10,11220,Sunday,2,6,2012,d_499,No Event,No Event,No Event,No Event,1,0,0,23,10
2012-06-11,11220,Monday,3,6,2012,d_500,No Event,No Event,No Event,No Event,0,1,1,24,11
2012-06-12,11220,Tuesday,4,6,2012,d_501,NBAFinalsStart,Sporting,No Event,No Event,0,1,1,24,12
2012-06-13,11220,Wednesday,5,6,2012,d_502,No Event,No Event,No Event,No Event,0,1,0,24,13
2012-06-14,11220,Thursday,6,6,2012,d_503,No Event,No Event,No Event,No Event,0,0,1,24,14
2012-06-15,11220,Friday,7,6,2012,d_504,No Event,No Event,No Event,No Event,0,1,1,24,15
2012-06-16,11221,Saturday,1,6,2012,d_505,No Event,No Event,No Event,No Event,0,0,0,24,16
2012-06-17,11221,Sunday,2,6,2012,d_506,Father's day,Cultural,No Event,No Event,0,0,0,24,17
2012-06-18,11221,Monday,3,6,2012,d_507,No Event,No Event,No Event,No Event,0,0,0,25,18
2012-06-19,11221,Tuesday,4,6,2012,d_508,No Event,No Event,No Event,No Event,0,0,0,25,19
2012-06-20,11221,Wednesday,5,6,2012,d_509,No Event,No Event,No Event,No Event,0,0,0,25,20
2012-06-21,11221,Thursday,6,6,2012,d_510,NBAFinalsEnd,Sporting,No Event,No Event,0,0,0,25,21
2012-06-22,11221,Friday,7,6,2012,d_511,No Event,No Event,No Event,No Event,0,0,0,25,22
2012-06-23,11222,Saturday,1,6,2012,d_512,No Event,No Event,No Event,No Event,0,0,0,25,23
2012-06-24,11222,Sunday,2,6,2012,d_513,No Event,No Event,No Event,No Event,0,0,0,25,24
2012-06-25,11222,Monday,3,6,2012,d_514,No Event,No Event,No Event,No Event,0,0,0,26,25
2012-06-26,11222,Tuesday,4,6,2012,d_515,No Event,No Event,No Event,No Event,0,0,0,26,26
2012-06-27,11222,Wednesday,5,6,2012,d_516,No Event,No Event,No Event,No Event,0,0,0,26,27
2012-06-28,11222,Thursday,6,6,2012,d_517,No Event,No Event,No Event,No Event,0,0,0,26,28
2012-06-29,11222,Friday,7,6,2012,d_518,No Event,No Event,No Event,No Event,0,0,0,26,29
2012-06-30,11223,Saturday,1,6,2012,d_519,No Event,No Event,No Event,No Event,0,0,0,26,30
2012-07-01,11223,Sunday,2,7,2012,d_520,No Event,No Event,No Event,No Event,1,1,0,26,1
2012-07-02,11223,Monday,3,7,2012,d_521,No Event,No Event,No Event,No Event,1,0,1,27,2
2012-07-03,11223,Tuesday,4,7,2012,d_522,No Event,No Event,No Event,No Event,1,1,1,27,3
2012-07-04,11223,Wednesday,5,7,2012,d_523,IndependenceDay,National,No Event,No Event,1,0,0,27,4
2012-07-05,11223,Thursday,6,7,2012,d_524,No Event,No Event,No Event,No Event,1,1,1,27,5
2012-07-06,11223,Friday,7,7,2012,d_525,No Event,No Event,No Event,No Event,1,1,1,27,6
2012-07-07,11224,Saturday,1,7,2012,d_526,No Event,No Event,No Event,No Event,1,1,0,27,7
2012-07-08,11224,Sunday,2,7,2012,d_527,No Event,No Event,No Event,No Event,1,0,1,27,8
2012-07-09,11224,Monday,3,7,2012,d_528,No Event,No Event,No Event,No Event,1,1,1,28,9
2012-07-10,11224,Tuesday,4,7,2012,d_529,No Event,No Event,No Event,No Event,1,0,0,28,10
2012-07-11,11224,Wednesday,5,7,2012,d_530,No Event,No Event,No Event,No Event,0,1,1,28,11
2012-07-12,11224,Thursday,6,7,2012,d_531,No Event,No Event,No Event,No Event,0,1,1,28,12
